Name,Description,Website,Theme,Focus-Area,Opportunity-Space,Founded,Headcount,Country,Location,Funding-Date,Funding-Stage,Total-Funding,Maturity,Inc.-Compass,Hero
"Remote Team","Automated Payrolls, Time Off, HR Tools, and Compliance Made Simple for Remote Teams
","https://www.remoteteam.com/","undefined","","","","","","","","Unfunded","$0.0","Not Complete","0","0"
"Omnipresent","Makes it easy to employ, pay and support your international team","https://www.omnipresent.group/","undefined","","","","","","","","Unfunded","$0.0","Not Complete","0","0"
"Finiata","Provides working capital financing for freelancers and SME's over a fully automated data driven scoring technology","https://www.finiata.com/","undefined","","","","","","","","","$27.0","Not Complete","0","0"
"Catch","Redesigning benefits to put people at the center of their own financial security. For freelancers, contractors, and workers without access to employer benefits","https://www.catch.co/","undefined","","","","","","","","","$8.1","Not Complete","0","0"
"Decent","Smart health insurance for the self-employed","https://www.decent.com/","undefined","","","","","","","","","$8.0","Not Complete","0","0"
"Collective Benefits","Benefits that matter for the self-employed that make it easy for companies to attract, retain and reward self-employed workforces","https://www.collectivebenefits.com/","undefined","","","","","","","","","$5.4","Not Complete","0","0"
"Coconut","The current account that takes care of your accounting and tax. Designed specifically for freelancers, self-employed people and small business owners","https://getcoconut.com/","undefined","","","","","","","","","$2.4","Not Complete","0","0"
"Mansa","Allows freelancers and gig workers borrow money with fair pricing and a genuine user experience","https://getmansa.com/","undefined","","","","","","","","","$2.2","Not Complete","0","0"
"Keeper Tax","Automatically finds tax write-offs for 1099 contractors","https://www.keepertax.com/","undefined","","","","","","","","","$1.8","Not Complete","0","0"
"Trezeo","Delivers inclusive financial services for independent workers to support their lives today and tomorrow","https://www.trezeo.com/","undefined","","","","","","","","","$0.9","Not Complete","0","0"
"Orchata","Tax Compliance, Health Insurance and Retirement for
the Self-Employed in LATAM","https://orchata.com","undefined","","","","","","","","Unfunded","$0.0","Not Complete","0","0"
"Triplebyte","Streamlined way for top developers to find tech jobs. It could solve the issue that staffing agencies don’t speak to millennial and Gen Z prospects as they should","https://triplebyte.com/","undefined","","","","","","","","","$48.1","Not Complete","0","0"
"Textio","Augmented writing technology that accurately predicts how well your writing will compete for talent and automatically improves how you sound to job candidates","https://www.textio.com/","undefined","","","","","","","","","$41.5","Not Complete","0","0"
"The Org","Hoping to take on LinkedIn by building a free database of organizational charts for every company, and then add features after that, such as job advertising","https://theorg.com/","undefined","","","","","","","","","$11.1","Not Complete","0","0"
"Scoutible","A video game-based hiring platform, using immersive mobile games to pinpoint perfect-fit candidates for jobs","https://www.scoutible.com/","undefined","","","","","","","","","$6.5","Not Complete","0","0"
"Lunchclub","Helps users navigate finding new connections inside specific industries, by growing out their professional network via 1:1 lunch and coffee meetings","https://lunchclub.ai/","undefined","","","","","","","","","$4.6","Not Complete","0","0"
"Drafted","Like Affinity but for hiring: unlocks the full potential of your company network to source, qualify, and hire the right candidates. Makes referrals fun.","https://explore.drafted.us/","undefined","","","","","","","","","$3.2","Not Complete","0","0"
"Hiresweet","Sends you 10 off-market passive candidates every day, that fit with your open positions / job posts","https://www.hiresweet.com/","undefined","","","","","","","","","$2.0","Not Complete","0","0"
"Elpha","Hybrid social and professional network, offering women in tech a dedicated space to communicate publicly & privately, foster relationships and build their careers","https://elpha.com/","undefined","","","","","","","","","$1.3","Not Complete","0","0"
"Wanted","An anonymous marketplace for talent to switch jobs at their desired salary, i.e. the first platform designed to poach talent","https://getwanted.com/en-us/","undefined","","","","","","","","Unfunded","$0.0","Not Complete","0","0"
"Heroes Jobs","The Gen Z job app: uses engaging video experiences to show your personality to your potential employers","https://www.heroes.jobs/","undefined","","","","","","","","Unfunded","$0.0","Not Complete","0","0"
"Homerun.co","Not everyone knows how to write great job posts. With Homerun, you can attract talent with top job posts & manage candidates in a simple & powerful hiring tool","https://www.homerun.co/","undefined","","","","","","","","Unfunded","$0.0","Not Complete","0","0"
"BetterUp","Through on-demand, virtual coaching sessions, users practice and reinforce new behaviors and skills. Individual growth is measured and tracked","https://www.betterup.com/","undefined","","","","","","","","","$144.8","Not Complete","0","0"
"Peakon","Automatically collects employee feedback, analyses it, and then delivers you back the insights you need to improve your business - in real-time","https://peakon.com/","undefined","","","","","","","","","$68.0","Not Complete","0","0"
"Coachhub","Enables personalised coaching for employees at all career levels. Top certified coaches from all around the world give live coaching sessions via video call","https://coachhub.io/","undefined","","","","","","","","","$21.7","Not Complete","0","0"
"Sharpist","Help all of your employees unleash their full potential through personalised learning – for scalable, measurable, and sustainable growth","https://www.sharpist.com/","undefined","","","","","","","","","$5.0","Not Complete","0","0"
"Strive","Helps emerging leaders reach their full potential through personalized and practical management training","http://www.strive.co/","undefined","","","","","","","","","$3.8","Not Complete","0","0"
"Hone","Lets companies offer their employees live, online training on topics like diversity, conflict management, and team-building, that they can stream from anywhere","https://honehq.com/","undefined","","","","","","","","","$3.6","Not Complete","0","0"
"Clear Review","Continuous performance management system featuring a framework of developmental conversations supported by real-time feedback and agile goals","https://www.clearreview.com/","undefined","","","","","","","","","$3.1","Not Complete","0","0"
